Age,Income,Credit_Score,Employment_Years,Debt_to_Income,Loan_Amount,Education,Marital_Status,Previous_Default,Default
39,38196,444,6,2.272825385591962,9769,High School,Single,Yes,1
18,84595,656,3,1.2486576164896555,1797,High School,Single,No,1
37,42037,724,1,1.7793891432802296,500,Graduate,Single,No,1
46,68628,535,4,0.9598099999846204,500,Bachelor,Single,No,1
52,20113,444,0,0.21967955132844053,20355,Bachelor,Single,No,1
35,64638,596,0,0.47585727023594837,7013,High School,Single,Yes,0
59,51481,647,0,1.5545441182931974,4666,Graduate,Divorced,Yes,1
44,69282,496,3,2.200318135293754,500,High School,Married,No,1
22,45477,491,1,0.270584453771773,10622,High School,Divorced,No,1
74,39541,582,2,0.8111449447391252,19856,Bachelor,Single,Yes,0
53,44285,411,3,0.31894801610248713,20433,High School,Married,No,1
48,41010,606,1,0.7473785206394867,7950,High School,Single,No,0
18,58224,483,3,0.21203731397454817,6519,Bachelor,Single,No,1
48,40532,611,7,0.8089698819358424,1138,Bachelor,Single,No,0
34,76355,430,0,1.402736219349157,11282,Graduate,Divorced,No,1
72,62957,459,0,0.806593698975899,27766,Bachelor,Divorced,No,1
24,52258,568,2,0.1333205530025794,6896,High School,Single,No,0
29,51703,684,0,0.2757624160830181,685,High School,Single,No,0
38,27710,678,1,1.027750956378457,4970,Other,Married,No,1
46,38161,712,0,2.3778405286171296,629,Bachelor,Single,No,1
56,57312,693,0,0.18185895548061615,13977,Graduate,Single,No,0
18,58178,662,3,0.2704544345792461,1634,High School,Single,No,0
69,50223,444,5,1.7402428098082634,21995,Bachelor,Married,Yes,1
34,35613,655,1,0.16808328309464537,8982,High School,Single,No,0
43,51346,603,0,1.3567658109052383,12335,Bachelor,Single,Yes,1
18,58253,602,2,0.1808249654609404,4696,Graduate,Single,No,0
41,29370,506,1,0.8857612318492121,755,Other,Married,No,1
62,61422,597,1,1.634458508864885,9278,Bachelor,Divorced,No,1
53,59158,698,3,0.7964349350513019,21127,Bachelor,Single,No,1
24,37563,489,1,0.23141545884561854,11366,Graduate,Married,Yes,1
46,55046,445,1,0.6540625000279128,7916,Bachelor,Married,No,1
66,32602,511,2,1.526029713277747,9118,High School,Divorced,No,1
45,68649,662,1,0.7191989398487943,1332,Bachelor,Married,No,0
23,55616,399,1,0.6179826085007138,15511,High School,Married,Yes,1
24,51997,379,1,0.44845677977378584,21062,Bachelor,Married,No,1
41,12139,519,1,1.9880352668057397,12100,Bachelor,Single,No,1
53,17579,586,2,1.0927125770589474,9741,Bachelor,Married,No,1
19,52276,748,4,0.5988275126322153,6117,Bachelor,Divorced,No,0
27,44356,410,0,1.4076195404542218,22025,High School,Married,No,1
56,53878,685,4,3.0,4791,Bachelor,Divorced,No,1
42,66231,630,0,1.6163462473580674,10234,Graduate,Married,No,1
18,66457,300,4,0.7203544056536009,24980,Bachelor,Married,No,1
47,15597,417,3,0.4810206984995933,18805,High School,Married,Yes,1
69,57071,560,2,1.2134749635372561,18256,Graduate,Married,No,1
48,40638,482,2,1.1883061564953272,5469,Graduate,Married,No,1
57,73021,764,3,1.692958312207176,13169,High School,Divorced,No,1
24,80475,775,0,1.0536046564162471,29536,High School,Married,No,1
71,30653,433,2,0.9314342203747634,26585,Graduate,Married,No,1
18,16861,378,1,0.0602105741549237,20558,Graduate,Married,No,1
37,36411,479,0,1.336595232521695,18347,Other,Single,No,1
35,79663,513,1,0.5439612817824769,1633,Graduate,Single,No,1
53,62721,675,3,1.5547467098572856,500,Bachelor,Divorced,No,1
18,46442,569,1,0.5018621370110732,2331,Bachelor,Married,No,0
46,55309,457,2,2.207252105745459,25410,High School,Single,No,1
64,40443,509,0,0.9878007951218178,21243,High School,Single,Yes,1
50,31867,699,2,2.071385509020229,12986,Bachelor,Married,No,1
41,55991,716,0,1.1087746681501929,15642,Bachelor,Married,No,1
45,56717,655,4,0.8901053777858268,6298,Bachelor,Married,No,0
57,47208,850,3,2.2128176945623057,14067,Graduate,Married,No,1
68,44889,816,3,1.0755035065734104,16875,High School,Single,Yes,1
68,39535,472,2,0.5825890472846773,27019,Bachelor,Single,No,1
74,52128,850,0,2.21324208536282,14814,High School,Single,No,1
48,48512,632,3,0.188869010660782,31734,Bachelor,Married,No,1
59,19530,749,3,2.2795030424642997,4229,Graduate,Single,No,1
58,56530,559,1,1.1081241936400517,5973,Bachelor,Married,No,1
57,75408,766,3,1.7228054476604884,719,Other,Married,No,1
41,27955,411,1,0.05192715274975679,9417,High School,Married,No,1
53,32206,462,0,0.001878739285792408,21024,Bachelor,Divorced,No,1
18,86733,362,0,0.807232637654554,16467,High School,Single,No,1
18,68691,356,1,0.3339558518542346,15738,Bachelor,Married,Yes,1
21,75747,589,2,0.6353727901988568,3538,Graduate,Single,No,0
32,52151,497,6,1.684095201330725,13842,Bachelor,Single,No,1
48,40830,687,4,1.326604762873561,3751,Graduate,Married,No,1
21,62952,330,2,0.03488076796651196,19047,High School,Single,No,1
50,56558,709,2,0.6675325408928422,12105,Graduate,Married,No,1
32,52880,646,0,0.4591177107264618,10129,High School,Married,No,0
31,42448,389,4,1.4348598867693132,14951,Graduate,Single,No,1
18,14323,349,4,0.009893556472922782,14407,High School,Single,No,1
34,53396,623,1,0.5037935037301715,8346,High School,Married,No,0
25,48845,679,1,0.049567274979545606,10839,Bachelor,Married,No,0
18,28666,395,1,1.2985290877328421,14219,Graduate,Married,No,1
67,25271,507,2,1.1014356198195336,14796,High School,Married,No,1
18,38333,599,0,1.2367795541984745,4562,Bachelor,Married,No,1
49,23688,524,4,0.3582329570917845,9391,Graduate,Married,No,1
41,39428,549,2,0.13882724097607158,6387,Bachelor,Single,No,1
62,74131,738,1,1.6064395216634781,5223,High School,Married,Yes,1
18,26094,351,3,0.9988384072393341,15956,Bachelor,Married,No,1
21,14690,628,2,1.197664699257396,3317,Bachelor,Married,Yes,1
58,59655,520,1,1.6667841148359797,6787,Graduate,Married,No,1
55,53136,622,0,1.31592504366063,4327,Graduate,Divorced,No,1
48,37353,615,1,0.6129756092705911,6618,Bachelor,Single,No,0
66,70645,548,1,2.6375630692485745,18402,Other,Divorced,No,1
57,34974,504,6,0.7613542992082414,14212,Bachelor,Married,Yes,1
59,41880,594,0,1.3442887321278263,7658,High School,Married,No,1
62,62284,471,3,1.3848228226765267,9902,High School,Single,No,1
18,63831,514,2,0.8866634611158888,3064,Bachelor,Single,No,1
66,8000,850,1,2.138977667419522,9193,High School,Married,No,1
33,58851,636,2,0.9973064894214355,5760,Graduate,Married,No,0
41,8000,576,3,0.19641240365286416,1375,Graduate,Single,No,0
58,48804,645,1,0.2998533710629555,3294,High School,Married,No,1
55,54747,829,5,1.9774543473449548,636,Bachelor,Single,No,1
58,64586,526,1,1.0676818890604023,15810,Graduate,Divorced,No,1
51,43500,464,0,2.763802760506054,19862,Graduate,Married,No,1
63,69847,686,1,2.8646475939075744,11857,Graduate,Single,No,1
70,77625,512,0,1.3438198276301345,16987,Bachelor,Married,No,1
24,39543,300,3,2.0848321966004697,28010,Graduate,Divorced,No,1
19,45053,300,4,1.0304679431355301,21058,Bachelor,Single,Yes,1
45,45320,659,1,0.5403557069602931,2047,Bachelor,Married,No,1
25,34049,670,1,1.9602686389731028,14530,High School,Married,Yes,1
59,65558,554,1,1.2238985530646154,10642,High School,Married,No,1
73,8000,850,1,3.0,5746,Bachelor,Single,No,1
33,36398,622,0,0.7340351120622933,6804,High School,Single,No,0
41,57988,617,4,0.9340040698088798,6937,High School,Married,No,0
71,75999,735,1,1.9203143360749295,7195,Graduate,Single,No,1
65,72747,470,4,1.2356661581664288,16313,High School,Married,No,1
64,68468,411,0,0.8315608239995462,21887,Bachelor,Single,Yes,1
18,40362,339,2,0.9205412651763567,12858,Bachelor,Married,No,1
18,31438,322,0,0.7763394681204319,13255,Other,Married,No,1
43,67132,698,2,1.3750081038366018,7609,Bachelor,Married,No,1
24,41652,599,2,0.5715674927742564,1071,High School,Married,Yes,0
49,59257,659,0,1.3896373561158732,10349,Bachelor,Divorced,No,1
40,39604,555,5,0.6678982362622347,5278,Graduate,Married,No,1
40,45858,594,0,0.45026970088366625,5772,Other,Single,No,0
55,63875,818,0,2.0065190606795884,1578,Bachelor,Married,No,1
23,81713,580,4,0.09382144878518883,5898,High School,Divorced,No,0
55,43888,382,3,0.6197737284061695,17412,Graduate,Single,No,1
66,31069,505,3,1.6024636605914924,12615,High School,Single,No,1
60,72415,612,1,1.2531316827098817,5879,Bachelor,Single,No,1
53,58981,561,4,0.9820092263640999,4075,Bachelor,Single,Yes,0
62,26464,422,1,1.1367712870168791,17467,High School,Married,No,1
69,42432,831,4,2.468173895886439,13262,High School,Married,Yes,1
47,28503,594,5,0.6497116390149649,2917,High School,Divorced,No,0
48,70579,552,0,0.4632674168919976,11545,Bachelor,Married,No,0
66,27374,511,2,1.5937366907977073,14567,Graduate,Single,No,1
18,77516,300,0,0.46567807823246066,19419,High School,Single,No,1
18,18247,340,1,0.6698180230850566,17803,Graduate,Divorced,Yes,1
78,82829,850,0,2.632032312612316,16860,High School,Single,No,1
24,42590,587,7,0.066995357223674,9727,Bachelor,Single,No,0
32,39520,525,1,0.5504069722941216,3947,High School,Divorced,Yes,1
55,78924,438,1,0.6028926548562292,11930,Graduate,Married,No,1
51,62230,590,2,0.5439029835533389,6966,Graduate,Single,No,0
57,42067,557,5,1.136373758725523,12844,Bachelor,Married,No,1
53,41760,592,1,0.6502710540029579,7713,Graduate,Divorced,No,0
53,27626,506,1,1.0331960329597254,5983,Bachelor,Single,No,1
57,75994,584,3,1.2862969210047992,9563,Other,Married,No,1
18,60932,324,1,0.07363736285632438,16000,Graduate,Single,No,1
32,27676,430,4,0.6610546694746879,17579,Graduate,Married,No,1
70,72305,434,1,0.9536664249412631,25674,Bachelor,Divorced,No,1
67,71493,850,6,0.7796999302027458,1428,High School,Divorced,No,1
70,45610,589,0,1.3717874726737496,10979,Bachelor,Single,No,1
18,35466,493,0,1.3935557469854318,15089,High School,Single,No,1
18,58409,486,2,0.14444132467066484,5753,Bachelor,Single,No,1
55,78020,676,1,1.9452201449741264,2140,Bachelor,Married,No,1
40,53567,697,2,1.541665333074486,5777,Bachelor,Single,No,1
51,41971,481,6,0.27882924106479845,11243,High School,Married,No,1
49,75615,434,5,2.424773453059899,18317,High School,Single,No,1
18,44118,578,2,0.19351206307572677,1847,Bachelor,Married,No,0
53,64334,768,2,1.7825014446541179,500,Other,Single,Yes,1
60,67845,523,3,0.9935775975777298,12770,Bachelor,Married,No,1
18,71326,300,5,1.6856556491079424,19781,Bachelor,Single,No,1
20,35081,676,0,0.863835161171741,4465,Graduate,Single,Yes,0
40,23740,409,6,2.4761814555298773,19272,Bachelor,Married,No,1
32,41984,328,1,1.759223193845314,21128,High School,Married,No,1
38,45898,590,5,1.0653798015430778,16057,Bachelor,Single,No,1
56,37132,556,0,0.01646662276098243,18683,High School,Single,No,0
63,53897,654,2,1.7476839925856815,7583,Other,Married,No,1
22,56617,404,3,1.1520852409069464,10288,High School,Single,No,1
83,26398,426,6,1.3143809262204045,33265,Bachelor,Married,No,1
66,48230,533,4,1.281285722485543,12431,High School,Married,Yes,1
28,36680,670,1,2.0200464296287755,8256,High School,Single,Yes,1
46,41832,591,1,2.078859192117121,18011,Graduate,Married,No,1
18,74641,398,1,0.327363245108762,11504,High School,Married,No,1
73,66943,456,0,0.5871629353510528,32418,High School,Divorced,No,1
42,65940,403,0,0.054954593227757975,11174,Bachelor,Single,No,1
71,10854,545,1,1.7481227767067846,8290,High School,Married,No,1
18,67692,300,1,1.4841622236600118,20304,High School,Single,No,1
36,38854,537,5,1.8004699352666322,22585,Graduate,Married,No,1
44,64831,603,1,2.25782319096096,5902,Graduate,Married,No,1
44,38683,427,3,0.31312496833048353,12877,Graduate,Single,No,1
61,56469,485,4,0.3957594574949054,25412,Graduate,Divorced,No,1
19,47554,479,2,0.4839911871638548,14076,Bachelor,Married,No,1
50,8000,430,4,0.10249442918442586,15691,High School,Divorced,No,1
34,24768,548,3,0.686638575575659,8599,Graduate,Married,No,1
41,79779,486,2,2.5447956109452377,19902,Graduate,Single,Yes,1
21,34379,587,0,0.13543380730163268,1017,Graduate,Single,No,0
38,30244,436,0,0.7508526153251456,8924,Bachelor,Single,No,1
87,58261,550,2,1.8136896584967581,31544,High School,Single,No,1
20,8000,483,4,0.034920058655928954,12590,Graduate,Married,No,1
18,67332,328,3,0.2839382005350044,11463,Graduate,Married,No,1
18,58035,300,4,0.2318750396599082,22236,Other,Divorced,No,1
63,21604,459,1,0.508003251331956,21168,High School,Married,No,1
35,56241,588,3,0.40223474112935875,2289,High School,Married,No,0
51,46079,682,1,0.8261200887363261,2718,High School,Divorced,No,0
56,35718,625,3,1.2306977727528063,3469,Graduate,Married,No,1
32,45623,616,5,1.1873182127116113,7903,High School,Single,No,1
69,63452,481,7,1.0511417239140664,25590,High School,Married,No,1
35,38454,755,3,0.7093127967505546,634,Other,Single,No,0
27,63930,605,2,0.05461337896225782,7964,High School,Single,No,0
37,23217,373,2,1.9517569666676007,16496,Graduate,Single,No,1
72,32735,713,2,1.730926245243766,9941,Bachelor,Married,No,1
60,66351,747,2,0.44221204209746645,3587,Graduate,Married,No,1
58,39861,488,1,1.3167484645759495,9917,Bachelor,Married,No,1
18,53800,379,2,0.2192119537391778,6467,Graduate,Divorced,No,1
18,63923,728,0,1.3954278892145164,12903,Graduate,Single,Yes,1
19,68313,589,3,0.5337754458765258,13233,High School,Married,No,0
52,30014,691,4,1.7272518009243485,7390,High School,Married,No,1
33,40056,394,3,0.7107592087266938,22560,High School,Single,No,1
26,32948,630,3,0.48897457870799443,6837,Bachelor,Married,No,1
71,39597,798,1,2.3973393763334405,835,Graduate,Single,No,1
64,57324,850,1,2.7633842148023167,16008,Bachelor,Married,Yes,1
34,41272,772,4,1.0191615710685404,9856,Bachelor,Single,No,1
42,47062,578,2,0.0033380410255945403,8930,High School,Single,No,0
62,49564,660,1,1.9356160893030334,1494,Graduate,Married,No,1
26,46392,545,5,1.3662670673380495,12602,Other,Single,No,1
34,56733,655,0,1.066691563803865,500,High School,Single,No,1
55,39358,579,3,0.7556489301956535,9431,Bachelor,Married,No,0
81,10062,451,2,1.368682073423655,33584,High School,Single,No,1
66,27526,456,1,0.5764905386978125,20679,Bachelor,Married,Yes,1
19,32289,685,1,0.05704319853441109,7723,Bachelor,Married,No,0
64,40662,354,1,0.6576635210061403,23705,High School,Married,No,1
28,42327,486,2,1.9182449638871562,7255,Bachelor,Married,No,1
63,59524,394,0,1.2279483532966655,15676,High School,Single,No,1
35,66886,624,1,0.5486708509136605,6472,Bachelor,Single,No,0
48,52542,603,1,0.7460103293708167,1781,Bachelor,Married,No,0
62,43286,476,0,0.7493406496335019,20697,High School,Married,No,1
45,74455,609,1,1.6653420533136731,13030,Graduate,Single,No,1
32,34106,416,3,0.3583735027009145,7954,Graduate,Married,No,1
28,45964,558,2,0.9007823814791875,7743,Bachelor,Married,No,0
49,47082,621,0,1.731488707419393,3385,High School,Married,No,1
18,50111,526,2,0.2853872538295712,13451,Graduate,Married,No,1
54,78770,680,2,2.286326292579391,33008,Other,Single,No,1
27,47683,309,0,1.335904977645575,23851,High School,Married,No,1
39,53935,702,4,0.9669890829503077,1719,High School,Single,No,0
42,60807,531,0,1.6914163152361112,18002,High School,Married,No,1
44,59310,498,1,0.08421939093048414,5712,Bachelor,Married,No,1
60,61814,538,3,0.7171518312055851,14881,High School,Married,No,1
46,94816,667,1,1.9483185593744918,4978,Bachelor,Single,No,1
40,43039,557,5,0.8454462732130911,17727,Bachelor,Divorced,No,1
26,48652,780,4,2.124946915444429,7668,Bachelor,Married,No,1
45,43840,324,1,2.5578954303986405,22997,Bachelor,Married,No,1
54,62438,740,1,3.0,5484,Bachelor,Married,No,1
46,41041,344,2,0.035592767932719926,12781,Bachelor,Single,No,1
18,43179,435,2,0.3964217625357416,16265,High School,Divorced,Yes,1
42,45691,370,0,1.7010634307467956,24002,High School,Married,No,1
18,43782,405,1,0.3127229686775975,14994,Graduate,Married,No,1
55,101182,593,5,0.8002255285517206,7863,High School,Single,No,0
76,13796,643,1,1.2758967361572906,25814,Graduate,Single,No,1
65,24155,841,0,0.48413644306746884,2640,Graduate,Divorced,No,1
18,27639,485,1,0.511181648093004,9979,High School,Married,No,1
18,32540,426,2,1.2482603064809337,16397,Bachelor,Single,No,1
40,84156,685,5,0.569475371092232,5841,Bachelor,Single,No,0
45,90359,542,2,0.8685957038904901,1205,Graduate,Married,No,1
31,75669,570,0,0.6555140694905217,12006,Graduate,Single,No,0
39,63814,620,1,1.51911182995702,8765,Graduate,Married,No,1
59,28550,660,0,1.952938026911284,1760,High School,Married,No,1
41,39150,541,2,1.0310670279491305,3330,Bachelor,Married,No,1
18,76229,612,0,1.2811030577515496,7101,Bachelor,Single,No,1
28,62865,708,1,0.25210956732414014,4374,Bachelor,Divorced,No,0
18,23381,410,2,1.4054352927452554,6658,High School,Single,No,1
41,52139,433,1,2.122993394866862,17618,High School,Married,No,1
36,70373,434,1,1.973773914479597,18148,Graduate,Single,Yes,1
18,33360,324,4,0.26698032438960895,16819,Bachelor,Married,No,1
42,46637,503,2,0.030704597462307692,4248,High School,Divorced,Yes,1
61,55676,773,0,2.2296371977329383,25446,Bachelor,Married,No,1
74,41013,472,4,1.439879535153793,26358,Graduate,Married,No,1
33,24015,300,1,1.814900293291823,22171,Graduate,Married,No,1
72,67393,494,3,1.196191653658745,22286,High School,Married,No,1
53,63384,850,0,1.9473907361561174,6476,High School,Divorced,Yes,1
44,94273,371,5,0.03706524876140782,11807,High School,Divorced,No,1
29,46149,324,2,0.7654943022559837,20315,Graduate,Single,No,1
58,34006,368,4,0.42037349818907843,23526,Bachelor,Divorced,No,1
24,62757,462,2,0.6527120092249417,5429,Bachelor,Single,No,1
43,12133,679,1,0.7533937630174181,2069,Bachelor,Single,Yes,0
49,18484,398,6,2.334587950941181,18234,Bachelor,Single,No,1
81,53286,554,1,2.138579569774147,21018,Graduate,Single,No,1
36,52377,543,4,1.4243677537591295,14341,Bachelor,Married,No,1
49,55967,683,3,0.04174517730514227,5524,High School,Married,Yes,1
87,23574,505,2,1.659085336920962,28348,High School,Married,No,1
74,46039,612,1,1.1319636125759116,22279,Bachelor,Married,Yes,1
42,36932,662,0,0.3542442915934382,4239,Graduate,Married,No,0
28,37294,430,1,0.25346189150553133,13367,High School,Married,No,1
66,50560,535,2,1.807653840083964,14967,Graduate,Single,No,1
53,91231,557,4,1.1246390471119434,5594,Graduate,Married,No,1
58,10507,494,2,0.8496337156277741,16124,High School,Married,No,1
39,23704,663,0,1.814058839027541,4393,High School,Married,No,1
23,8000,378,1,2.221649356243052,18796,High School,Married,No,1
67,66597,706,0,1.4124608760198003,12599,Graduate,Married,No,1
21,57935,300,0,0.9460401712543193,27156,High School,Single,No,1
35,62790,585,0,1.2071042536882688,6031,Bachelor,Single,No,1
18,62627,333,7,0.8831662505489497,17912,Bachelor,Married,No,1
46,43256,746,1,1.2218455967521735,1817,Graduate,Married,No,1
70,46089,586,0,1.1443664605526476,15663,High School,Married,No,1
63,23041,581,0,2.5080954929747463,19920,Bachelor,Single,Yes,1
45,60093,501,2,0.6505782127253802,4225,Bachelor,Single,No,1
22,73832,533,2,2.253450285636987,6286,Bachelor,Married,No,1
63,49932,459,2,0.6222647895793333,27506,Graduate,Married,No,1
71,63718,304,1,0.9458153625979517,31750,High School,Married,No,1
39,71126,596,4,0.19243960247859526,5830,Graduate,Single,No,1
54,52168,514,1,0.9000504904737722,2451,Bachelor,Single,No,1
67,69277,402,2,1.5296801704490646,19678,Bachelor,Married,No,1
63,18537,657,1,1.5775276365555468,9854,Bachelor,Single,No,1
40,48387,593,0,0.31642680888423824,14651,Bachelor,Married,No,1
21,67638,683,2,0.08876840642383865,4189,High School,Married,No,0
52,58384,729,3,0.34354502908053497,549,Bachelor,Single,Yes,1
63,31704,683,1,1.2152450247236009,14968,Bachelor,Married,Yes,1
22,50316,551,0,0.2604087556210356,12422,Bachelor,Married,No,0
58,23221,538,0,0.755737358231146,13058,High School,Single,No,1
25,42621,587,0,0.030337117235232802,5957,Graduate,Single,No,0
55,30495,709,2,2.8123888988669132,20066,Bachelor,Married,No,1
39,39995,562,1,2.2681816596520745,2277,High School,Married,No,1
50,22303,686,2,0.8540215096700478,18631,Bachelor,Married,No,1
23,60431,442,2,0.5137048317805974,13652,Graduate,Married,No,1
18,61322,300,1,0.6277809488256512,22363,Graduate,Married,No,1
44,26604,691,3,0.2844484372369599,2257,Bachelor,Married,No,0
60,29403,785,1,0.9221207898882494,4562,Graduate,Married,No,1
39,35766,480,1,1.7355387890668958,14689,High School,Married,No,1
18,10258,499,3,1.4181950252076607,23901,Bachelor,Single,No,1
68,8000,402,1,0.8480949643842556,31793,Graduate,Married,Yes,1
62,54499,641,3,1.2887946666211119,5875,Graduate,Married,No,1
35,84693,547,3,0.7223585480137984,4643,Bachelor,Married,No,1
73,34960,455,4,1.1088751967111428,23423,Graduate,Married,No,1
28,40558,414,4,1.0127086697312762,16062,High School,Single,No,1
18,33603,500,2,0.026422861442889634,2683,Graduate,Married,No,1
52,38661,604,0,0.9956342639209308,4819,High School,Single,No,0
70,69796,809,2,1.9311469247014592,7817,High School,Married,No,1
33,62654,594,3,0.4494735930643161,8091,High School,Married,No,0
35,37772,627,0,0.9050078227277959,10421,Bachelor,Married,No,0
57,26755,715,0,0.6975287315460131,13369,High School,Married,No,1
43,45768,667,3,1.205180240698277,6069,High School,Married,No,1
79,62730,764,1,2.4212223923395144,11368,High School,Single,No,1
18,29286,393,2,1.4604027827449935,6442,High School,Divorced,No,1
81,55974,532,1,2.1717182123138787,23201,Bachelor,Married,Yes,1
54,104088,592,0,0.6976960005741937,9955,Bachelor,Married,No,0
77,54760,693,3,2.293895065888809,16897,High School,Single,No,1
27,50348,394,2,0.7050274261702567,18245,Graduate,Married,No,1
66,30890,546,0,1.3715203018857955,15248,Graduate,Single,No,1
33,8000,574,0,0.013035340908108983,5693,Graduate,Married,No,0
44,55308,496,2,1.3479022114549482,14026,High School,Single,No,1
51,66630,484,0,1.1102066162355786,8278,Graduate,Married,No,1
44,36173,679,1,1.5480503238997838,6656,High School,Married,No,1
18,58548,326,4,0.07990639562123769,18369,High School,Single,No,1
37,21311,459,2,0.18430195563914054,9098,High School,Married,Yes,1
18,45419,690,2,0.5473893210747847,2366,Graduate,Married,No,0
69,55035,765,1,2.6101346621036337,9404,High School,Single,No,1
18,17910,300,4,0.6012488928335695,23044,High School,Married,No,1
66,48036,684,2,2.031145150572968,1086,High School,Single,No,1
44,73188,541,0,2.3173986301132716,11023,Graduate,Single,No,1
25,53464,388,1,0.0493574436963814,12042,Bachelor,Single,No,1
34,45614,504,2,0.39952991108425784,17367,High School,Married,No,1
29,9992,518,1,0.27969243011915046,9149,Bachelor,Married,No,1
24,53879,823,0,0.8130262400035773,5385,Bachelor,Married,No,0
35,66518,526,0,2.0726706592162234,6463,Bachelor,Married,No,1
37,46878,443,0,0.23558623371422427,7288,High School,Single,No,1
18,41886,376,0,1.1927146125268644,10041,Graduate,Married,No,1
66,48131,667,5,1.201306020080906,12757,High School,Single,No,1
54,69682,793,0,0.716958482437714,19369,Bachelor,Married,No,1
30,53318,521,2,1.0390151085102917,15838,High School,Single,Yes,1
48,55688,834,1,0.25451068208031535,2392,Bachelor,Single,No,1
39,98918,850,2,0.5319958816662871,10779,Bachelor,Married,No,0
64,52314,680,2,3.0,10248,Bachelor,Divorced,No,1
57,47373,649,1,0.9400993771016949,12725,High School,Single,No,0
33,46480,652,2,0.5736512566836129,11874,Graduate,Married,No,0
53,36172,455,3,0.03079892067453105,5188,High School,Single,Yes,1
53,60679,721,0,0.42725392175301,1786,Bachelor,Married,No,1
18,73011,403,2,0.893052010685107,11504,Graduate,Married,No,1
33,61544,720,4,0.6004191102128276,3994,Bachelor,Single,No,0
48,54906,850,1,1.5738926704031195,12203,Graduate,Single,No,1
55,39184,562,0,0.9806200447661,13316,Bachelor,Single,No,0
63,52414,589,0,2.136067741920078,12512,Bachelor,Single,Yes,1
22,31838,492,1,0.5724221527506141,1555,Graduate,Single,No,1
69,44925,509,3,0.8899006411912541,22746,High School,Married,Yes,1
24,37526,465,3,1.9441059180443763,17965,Bachelor,Divorced,No,1
44,57399,658,0,0.05414538429900295,738,Graduate,Single,No,1
33,48175,623,1,1.1616640949175596,4409,Bachelor,Married,No,1
43,84613,546,2,1.746746565305005,15082,High School,Married,Yes,1
46,30376,569,0,0.6220409133407843,2322,Bachelor,Divorced,No,0
32,32625,394,3,2.1714164244079996,18994,Graduate,Married,No,1
37,59506,707,2,1.1743906926787915,10162,Graduate,Married,No,1
59,71689,550,3,0.7957743820569033,13128,Bachelor,Married,No,0
62,28756,702,0,1.4585644408949667,3888,Bachelor,Single,No,1
25,41732,682,1,0.5137749319621623,500,Graduate,Single,No,0
63,11342,477,1,3.0,17936,High School,Married,No,1
47,44833,485,4,1.8746309978791897,20629,High School,Single,No,1
25,56729,592,7,0.8518870583623704,5897,Graduate,Married,Yes,0
34,54607,618,5,1.8721773825416153,17841,Graduate,Single,Yes,1
42,61006,498,4,2.2056107833141274,13279,Graduate,Married,No,1
55,61015,606,4,0.7894985788014772,4088,Bachelor,Single,No,0
58,34190,491,0,0.5370844323155455,16381,High School,Divorced,No,1
50,51844,642,2,0.2537284223522338,9580,Bachelor,Married,No,0
24,59945,468,1,0.7247177792528647,7104,High School,Single,No,1
19,62540,533,2,0.235409608032901,4363,High School,Single,No,1
67,51292,778,1,1.805368635356973,9666,Graduate,Married,No,1
38,46098,638,5,0.009677552282902235,5753,High School,Single,No,1
18,63299,673,3,0.8800084161189778,4866,Graduate,Single,No,0
50,73879,621,0,1.3668444542039886,6448,Bachelor,Single,No,1
38,87025,565,0,0.009890431740443018,2306,Bachelor,Divorced,No,0
22,48177,681,1,0.32849129021714507,5861,High School,Married,No,0
29,82636,555,2,0.8795983222401009,7031,High School,Married,No,0
37,61832,535,3,0.7705785340719575,8052,High School,Married,No,1
37,53137,421,6,1.2601119964620522,14657,Other,Divorced,No,1
47,60195,661,3,1.627125437009275,11510,Graduate,Divorced,No,1
57,60338,559,5,3.0,13118,Bachelor,Divorced,No,1
40,47535,606,2,0.5133484350514368,1954,High School,Single,No,0
21,45403,501,4,0.8788008157352795,8571,Graduate,Single,No,1
40,65782,636,0,0.6047563432979086,7159,High School,Married,No,0
58,41319,593,4,1.0214310813668668,9564,High School,Married,No,1
73,44441,850,3,1.8834084784774758,768,Bachelor,Single,No,1
62,26679,787,2,1.1392327445286579,4906,Graduate,Single,No,1
25,31184,530,1,0.18209061871934018,20092,High School,Married,No,1
18,72472,679,3,0.7271952357376135,500,High School,Married,No,0
55,56172,568,0,0.926558862794077,6421,Graduate,Single,No,0
23,70750,455,2,0.4489615112216615,16052,High School,Married,No,1
58,104462,552,3,0.8076670064608452,15536,High School,Married,No,0
33,71047,703,4,1.297790121364999,4969,Bachelor,Married,No,1
48,58676,408,1,0.24075297435158804,7014,Graduate,Married,No,1
71,73496,568,0,1.642801079207039,17946,Bachelor,Single,No,1
22,40773,770,2,0.1515016930399704,3482,Other,Married,No,0
18,49725,383,5,0.7866316379759544,9065,Bachelor,Married,No,1
36,18132,606,0,1.1421884145655423,1410,High School,Married,No,1
40,51635,607,0,0.9812970918628826,15428,Other,Single,No,1
70,35349,547,2,2.148227846759998,10147,Bachelor,Divorced,No,1
35,39007,560,0,1.2938922521031926,8489,High School,Single,No,1
72,37992,589,0,1.540032252314001,12666,Bachelor,Single,Yes,1
48,63860,532,0,0.3685043588855038,2691,High School,Married,No,1
70,29043,850,5,1.520188163447274,5053,High School,Married,No,1
